CustomerID,ChurnProbability,RiskTier,ChurnReasons,PersonalizedStrategy,ExpectedRetentionGain,StrategyCostLevels
XUQDMFY1FI,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
1U746L4SA6,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
NUA1JMMQNO,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
WKGFLRNMEK,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
UUG9KMZQAY,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
NYHIT78VQJ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
BRFYYN8YHY,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
EI3ZSN5ULG,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
M3TUX9ZTVK,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
AYSCA1KVK4,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
FFJN51D5D0,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
CJOVMCVLYN,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
HM4THQ3XGO,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
BB8DKKL9YL,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
S4UOZ1AH6R,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
ZAX9G7YW04,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
6IW9HZKBBB,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
7B3AFRG6EN,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
DZBYB4GGPV,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
H4QIN90A8M,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
3VR4VCNXE9,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
T4HY53DBPR,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
LHW1M2KBUV,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
HCHNL0IW1E,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
6WSGXZYXBF,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
4QR6QBLX6V,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
HFNSOOQEUJ,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
B3EY125AMO,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
PSE791I4EP,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
6YGZJ4YQPR,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
J9DR64CJUR,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
196ZZCFNR6,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
OXOFDHXK42,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
ONUXF3FN5M,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
USCBUTZ3UF,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
2DMBWI9DMV,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
R9Z7SINPPC,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
R1ZKRQ9A7Y,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
MJZ7TJ5HJM,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
TI3WWXCUG0,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
KUBG7GZSUO,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
6DJRFZABA6,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
ZJ02KYU8IB,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
QKC5SU00I6,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
0EDOWD2CGK,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
L8GC15HE38,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
4H30V3J69G,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
W0ENP4GSPK,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
7TBJUS3FCU,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
9UTV7UXMEY,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
RSBWBAFLIU,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
MJ7CEXRJY0,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
EKW8SJO4P8,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
WLRBJEVHGK,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
GNWFSCY8YZ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
KPKJY744ZP,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
YUJFUU3BJU,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
WWMAWK4620,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
CC96LNYMAJ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
5N37XQQ1MJ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
AUS33XYG4J,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
HWIJ2HPI3Z,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
QBREE6EEYS,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
6HO7JLEP4D,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
UQ57SJJHWX,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
7CU5RTP6VL,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
98HI28518Z,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
9RBCQTRZNI,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
FUK6OQ6WF4,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
98GS9Z8MGG,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
IQ9E8VOQF0,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
WFQL1F5D88,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
J5K3H361U2,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
10ACRQA3E0,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
4TS68NDD0R,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
WLVYCWIO2K,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
A56W7SV5MT,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
HSRFFB539K,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
0JGSIGHA35,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
U1QH4X9KG5,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
BEB5HOMG9U,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
UCVODR9A1N,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
KAAUJRTZN1,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
AJ8NYPY1BT,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
TCL2T48ORQ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
LRIC2K6DBA,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
ZWC8VYR3MZ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
Y8XE8HCHK0,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
R9DWWOOOPB,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
ZHI4ZWGGCU,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
HXXOWYWW5E,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
4NGBQ7SMSQ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
MK72X95P4F,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
8P2FRNDA9G,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
YZM19WR7RK,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
VQX82CBQ3U,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
LAVCXCFKTW,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
LNKL5I7CYJ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
CXR1P9F676,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
0NOM6ZT5W4,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
NL2BMESRX5,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
7SD0IQX7VE,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
RIS7RJWFX2,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
TWRNJGO1PM,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
Q80QQ5NHT8,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
0Z0V3ONLRZ,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
GW25TKVZ7T,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
5XXJ0LFC72,0.6983348,Medium Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
PQ9I429B8S,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
VFTVLZIEYU,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
V6CWB1HJ7E,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
K2TRKBUU61,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
UZAUP86PFX,0.6983348,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8379999995231628,"['Medium', 'Low']"
80R3O7E4PT,0.6976714,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8370000123977661,"['Medium', 'Low']"
XB0H02UYQQ,0.6976714,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8370000123977661,"['Medium', 'Low']"
XQHFHFP89Q,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
OY7DMDEP0U,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
SIFJGYHUBH,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
MXD5GTJY4U,0.6976714,Medium Risk,"['Short Tenure', 'Price Sensitivity']","['Onboarding walkthrough', 'Plan downgrade suggestion', 'Temporary discount offer', 'Starter content packs']",1.0809999704360962,"['Medium', 'Low', 'High']"
KO9N4BQ5DP,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
8UC58ZDC06,0.6976714,Medium Risk,"['Short Tenure', 'Price Sensitivity']","['Onboarding walkthrough', 'Plan downgrade suggestion', 'Temporary discount offer', 'Starter content packs']",1.0809999704360962,"['Medium', 'Low', 'High']"
I0BQMN41GQ,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
FGCSHCTDNX,0.6976714,Medium Risk,"['Short Tenure', 'Price Sensitivity']","['Onboarding walkthrough', 'Plan downgrade suggestion', 'Temporary discount offer', 'Starter content packs']",1.0809999704360962,"['Medium', 'Low', 'High']"
79Y4KQ39RA,0.6976714,Medium Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Free premium days', 'Re-engagement notifications', 'Starter content packs']",0.8370000123977661,"['Medium', 'Low']"
ICRXSATULJ,0.6976714,Medium Risk,"['Short Tenure', 'Price Sensitivity']","['Onboarding walkthrough', 'Plan downgrade suggestion', 'Temporary discount offer', 'Starter content packs']",1.0809999704360962,"['Medium', 'Low', 'High']"
Y29LRAPTO3,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
LK1NNJCXVV,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
J194TKJLAX,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
0NU25F9U0A,0.6976714,Medium Risk,"['Short Tenure', 'Low Engagement']","['Onboarding walkthrough', 'Personalized content recommendations', 'Genre-based push notifications', 'Starter content packs']",0.6629999876022339,['Low']
U6K3ZGQIKZ,0.6976714,Medium Risk,"['Low Engagement', 'Short Tenure']","['Onboarding walkthrough', 'Genre-based push notifications', 'Starter content packs', 'Personalized content recommendations']",0.6629999876022339,['Low']
